"Alter","Geschlecht","Beruf","Bruttoeinkommen","Vermoegen","Kredithoehe","Kreditausfall"
26,"Frau","Angestellter",13336.08,147953.461252109,23808.12,1
20,"Mann","Angestellter",97866.36,53313.3539579286,947.2,0
43,"Frau","Angestellter",73899.49,206799.703669798,34722.52,0
46,"Frau","Angestellter",54497.62,237375.062475442,25613.32,1
61,"Mann","Angestellter",114910.97,203495.395347035,1956.54,0
43,"Frau","Angestellter",60748.36,166818.333477344,36114.61,0
24,"Frau","Angestellter",79001.65,112795.548151914,3565.22,0
69,"Frau","Rentner",14566.07,64141.4330704292,23811.64,1
37,"Mann","Selbstständiger",56886.55,109897.534934229,29703.47,1
52,"Mann","Angestellter",46462.48,163278.056380553,23577.04,0
46,"Frau","Angestellter",34421.38,78931.9583213801,23810.24,1
23,"Mann","Angestellter",38571.23,61723.0286809935,23811.05,0
30,"Mann","Angestellter",55338.56,113511.479984653,32034.87,0
40,"Mann","Angestellter",116178.23,289740.067211783,931.04,0
49,"Frau","Angestellter",60297.93,143782.169802354,33635.01,1
60,"Frau","Angestellter",52156.36,94243.5838781514,23335.26,0
47,"Mann","Angestellter",18013.17,77705.0770475297,23811.43,1
44,"Mann","Beamter",77215.96,202133.485782669,2293.64,0
27,"Frau","Angestellter",33238.74,56244.6598806998,23811.81,1
26,"Mann","Angestellter",71415.98,77465.9263555805,36970.54,1
63,"Frau","Angestellter",31375.64,54498.0489910593,23811.68,1
57,"Frau","Angestellter",61651.19,155414.469237671,22070.46,1
36,"Mann","Angestellter",36780.28,147604.038589044,23809.69,0
45,"Mann","Angestellter",23615.21,110051.373567228,23811.8,1
43,"Frau","Selbstständiger",64580.77,195911.437861056,8103.96,1
67,"Frau","Rentner",26507.4,60101.1864297456,23811.93,1
33,"Mann","Angestellter",58687.28,178598.30925868,26995.99,0
27,"Mann","Angestellter",53801.57,124542.587462927,31794.16,0
63,"Mann","Angestellter",45621.14,131708.895147776,26352.96,1
34,"Mann","Angestellter",119683,177635.324464939,107.26,0
50,"Frau","Angestellter",50891.9,112675.188761091,29776.64,0
42,"Frau","Angestellter",70073.08,162280.383572823,1788.9,0
37,"Mann","Angestellter",72248.74,154893.183400206,23294.25,0
34,"Frau","Angestellter",28334.61,61278.3570279266,23810.82,1
45,"Mann","Angestellter",54035.43,127456.778013776,23107.62,1
69,"Mann","Rentner",8893.93,29032.2833032348,23811.82,1
22,"Mann","Angestellter",31270.83,56496.0023278848,23808.26,1
20,"Mann","Beamter",70167.94,44249.9308315413,39689.36,1
59,"Frau","Angestellter",42336.47,60427.5661247025,24883.23,0
48,"Mann","Angestellter",45296.79,78159.8743725746,27089.2,1
40,"Mann","Angestellter",157733.67,269937.749155196,100,0
44,"Mann","Angestellter",67090.4,287056.613865807,14691.56,0
55,"Mann","Angestellter",33209.53,85549.8847758263,23811.91,1
33,"Mann","Angestellter",44046.48,97167.0415498611,25833.4,1
40,"Mann","Selbstständiger",47159.08,199902.902266251,23499.68,1
55,"Mann","Angestellter",57627.67,135854.763635047,34568.56,0
63,"Frau","Angestellter",54584.7,109654.026509818,31348.49,1
69,"Mann","Rentner_Pension",33466.95,108838.051995022,23811.22,1
71,"Frau","Rentner",18526.31,38072.1343497042,23811.93,1
35,"Frau","Angestellter",52782.27,111608.414069618,27490.27,1
64,"Mann","Angestellter",12826.86,33072.3274157039,23811.47,1
44,"Mann","Angestellter",58958.54,169921.746359591,9962.63,0
50,"Frau","Angestellter",56876.67,144751.452790572,29130.75,1
63,"Frau","Angestellter",57617.17,89145.5860124927,3923.42,1
26,"Mann","Angestellter",30216.45,79310.3116143526,23810.22,1
76,"Mann","Rentner_Pension",47102.83,89637.2760751926,28121.77,1
40,"Frau","Angestellter",37704.22,164707.059127083,23811.8,1
54,"Mann","Angestellter",95620.71,171239.073339105,44451.28,0
29,"Mann","Angestellter",28891.19,112175.0659271,23811.65,1
58,"Mann","Angestellter",89779.56,159307.120998427,29979.82,0
40,"Frau","Angestellter",16937.44,229016.080506202,23810.43,1
55,"Frau","Angestellter",59498.82,186676.669446475,34539.83,0
43,"Mann","Angestellter",61054.06,147668.760196397,14952.7,0
53,"Mann","Angestellter",79120.93,231152.320583762,18819.03,0
45,"Frau","Angestellter",73164.12,259899.96885695,22645.45,0
48,"Mann","Selbstständiger",23270.65,182876.484573744,23809.61,1
47,"Mann","Selbstständiger",49646.34,197038.57485618,25968.56,1
20,"Frau","Angestellter",68656.36,72466.6976743574,17080.03,0
55,"Frau","Angestellter",55870.7,133589.734742309,17834.33,0
41,"Frau","Angestellter",23709.74,90810.521911949,23811.88,1
55,"Mann","Angestellter",75864.22,163002.2912366,34712.48,0
34,"Mann","Angestellter",39234.85,114071.696219061,23810.15,1
45,"Mann","Angestellter",43714.19,176603.740172624,25553.86,1
52,"Frau","Angestellter",62110.78,163058.433513187,22624.05,0
72,"Mann","Rentner",8951.24,56901.3462085932,23811.08,1
60,"Frau","Angestellter",57801.93,92950.1029980583,20948.31,0
57,"Frau","Selbstständiger",67612.14,134409.033386662,22275.72,1
56,"Frau","Beamter",49748.96,84248.4079276507,29258.1,0
44,"Mann","Selbstständiger",55784.35,155589.745475403,8653.74,1
65,"Mann","Rentner",17731.75,93462.4396345899,23810.81,1
41,"Mann","Angestellter",94018.34,161597.97067134,56356.6,0
68,"Frau","Rentner",14052.19,51705.9355553475,23811.17,1
48,"Mann","Selbstständiger",47464.11,236788.067030407,18269.68,1
59,"Mann","Angestellter",56753.19,174662.936918335,21713.63,1
58,"Mann","Angestellter",88975.02,199894.51981628,6312.03,0
38,"Frau","Selbstständiger",79946.89,234924.261500754,17579.04,1
54,"Frau","Angestellter",44341.04,129236.110622716,21858.04,1
46,"Mann","Angestellter",46798.85,220954.571724178,27192.94,0
29,"Frau","Angestellter",52589.1,127489.688310229,30565.24,0
52,"Mann","Angestellter",23690.73,144192.129767762,23811.92,0
36,"Mann","Beamter",68766.81,133267.470422997,21748.43,0
50,"Mann","Angestellter",65998.61,182842.71520493,39438.67,0
62,"Frau","Angestellter",36070.37,47885.4341306616,23811.14,1
31,"Frau","Angestellter",48357.99,125814.292050681,18637.46,0
62,"Mann","Beamter",46418.08,107874.1699069,16870.98,0
54,"Frau","Angestellter",47544.85,91980.4938596026,25080.72,1
61,"Frau","Angestellter",47924.99,90840.6068430044,25707.4,1
60,"Mann","Angestellter",51986.06,93472.2575605798,31042.09,1
25,"Mann","Angestellter",50741.49,299087.464163454,16036.69,0
25,"Mann","Angestellter",60767.64,199161.823356682,30158.41,0
37,"Frau","Angestellter",50978.83,122329.155626229,6671.94,0
24,"Mann","Angestellter",69767.59,113521.915567697,9808.78,0
49,"Mann","Angestellter",150747.81,519768.580357766,26266.7,0
38,"Frau","Angestellter",49259.43,123606.885468445,24980,1
32,"Mann","Beamter",62317.49,206477.117354995,37274.46,0
48,"Mann","Angestellter",68556.44,223268.005884957,29408.62,1
42,"Frau","Angestellter",70941.84,185267.132248158,18284.23,0
50,"Mann","Angestellter",91025.03,215847.606566806,54053.37,0
54,"Frau","Selbstständiger",51250.4,135571.060702592,14145.04,1
58,"Mann","Angestellter",20274.4,111182.26008486,23811.93,1
56,"Mann","Selbstständiger",20020.74,57789.8166573984,23811.89,1
35,"Frau","Angestellter",57175.51,173363.683369277,2834.91,0
61,"Mann","Angestellter",76028.99,102816.63075081,12698.8,0
47,"Frau","Angestellter",55468.95,306348.947495988,19974.27,0
58,"Mann","Beamter",77481.73,108098.404312088,29181.03,0
56,"Frau","Selbstständiger",30244.31,101230.463652325,23811.18,1
62,"Frau","Angestellter",90308.15,152051.031498481,17516.55,0
28,"Frau","Selbstständiger",82239.25,114302.208681069,22138.12,1
40,"Frau","Angestellter",42769.39,130839.146327031,25223.95,1
64,"Mann","Angestellter",69070.58,90753.3324346958,39825.41,1
55,"Frau","Angestellter",66106.79,148910.387520479,26650.56,0
50,"Mann","Angestellter",59167.47,200790.688928558,35125.29,0
36,"Mann","Angestellter",78906.96,215442.184902472,3143.48,0
29,"Mann","Angestellter",58590.18,95063.226409682,18955.23,1
46,"Frau","Angestellter",30578.81,204953.637872343,23810.49,0
30,"Mann","Angestellter",84379.17,157383.214860281,22638.41,0
33,"Frau","Angestellter",60075.18,151717.116481758,35409.03,0
52,"Frau","Selbstständiger",118481.79,274137.055362493,238.31,0
33,"Mann","Angestellter",111605.9,218520.953661564,20091.94,0
61,"Frau","Angestellter",87826.39,133089.923874596,52533.57,0
45,"Frau","Angestellter",127798.37,226807.778701122,42531.65,0
71,"Frau","Rentner",21895.16,80414.7909784155,23811.94,1
54,"Frau","Angestellter",66707.74,173822.16740081,28869.47,0
30,"Frau","Beamter",101356.92,201249.903007355,3715.72,0
64,"Mann","Selbstständiger",33307.07,120674.169822057,23810.88,1
64,"Frau","Angestellter",36157.01,71684.4197340382,23810.89,1
35,"Frau","Angestellter",157104.64,274561.344806712,207.55,0
36,"Mann","Angestellter",48093.72,97932.7863667016,26882.42,0
38,"Frau","Angestellter",89577.34,297961.261538174,51024.14,0
44,"Frau","Beamter",94040.39,190078.892021207,47582.18,0
59,"Frau","Angestellter",125371.54,208501.465104459,6862.11,0
29,"Mann","Angestellter",47563.42,66424.077440119,24383.58,0
70,"Mann","Selbstständiger",48991.66,102122.225090699,15263.44,1
33,"Frau","Angestellter",38120.16,81988.6412696026,23811.73,1
41,"Mann","Angestellter",70902.12,207834.4533609,30477.17,0
32,"Mann","Angestellter",58723.4,148373.879599071,21650.5,0
58,"Frau","Angestellter",40472.37,82900.7628871064,24237.49,1
22,"Frau","Angestellter",76361.91,40592.0199692055,43823.32,1
53,"Frau","Angestellter",174491.46,292720.709000171,100,0
28,"Frau","Angestellter",24263.21,172759.281132233,23811.81,0
25,"Frau","Angestellter",54578.7,112179.085807905,32452.19,0
41,"Frau","Angestellter",34917.84,129253.403614615,23806.6,1
45,"Frau","Angestellter",61739.03,179535.843147818,18479.49,0
40,"Mann","Angestellter",39444.98,140002.32320165,23811.67,1
60,"Mann","Selbstständiger",220805.1,299572.079254036,100,0
42,"Mann","Angestellter",49814.01,84923.6466392208,13134.21,0
36,"Mann","Angestellter",68056.33,163559.714467127,32318.81,0
58,"Frau","Angestellter",65186.26,120960.634432612,27925.35,0
47,"Frau","Beamter",88268.38,161356.303106402,52960.23,0
56,"Mann","Angestellter",44284.11,95856.2443057289,23600.59,1
52,"Mann","Angestellter",29641.98,125479.818136453,23811.94,1
60,"Mann","Angestellter",48685.22,80511.7124949211,24999.99,1
58,"Frau","Angestellter",29712.08,70101.9388053378,23811.76,0
58,"Frau","Angestellter",38557.22,78393.3679763367,23811.91,0
55,"Frau","Angestellter",29842.31,251488.509818626,23810.48,1
73,"Frau","Rentner",11573.43,100159.240006567,23811.18,1
70,"Frau","Rentner",20212.87,38180.5593864672,23811.88,1
32,"Frau","Angestellter",36665.32,87144.6214262302,23811.39,1
37,"Mann","Angestellter",68298.78,146700.356585804,26139.51,0
43,"Frau","Selbstständiger",35000.46,117903.336297606,23811.42,1
63,"Frau","Angestellter",32337.07,160119.964068253,23811.75,0
53,"Frau","Beamter",75526.45,127684.276840433,22554.11,0
28,"Frau","Angestellter",51682.95,90003.0669159692,29764.19,1
37,"Frau","Angestellter",33016.2,76027.1752971598,23811.22,1
53,"Mann","Angestellter",26793.85,92706.4717323209,23810.24,1
36,"Frau","Angestellter",55651.85,149648.331804047,24685.98,1
58,"Mann","Angestellter",134582.72,188085.865012108,110.22,0
36,"Mann","Angestellter",54314.8,138068.884662593,30590.21,1
37,"Frau","Angestellter",47495.35,107685.389031452,17151.47,1
34,"Mann","Angestellter",123738.51,334539.536263435,32075.13,0
35,"Mann","Angestellter",111420.96,193114.687140501,38414.23,0
46,"Frau","Angestellter",119526.62,215033.210960886,100,0
43,"Frau","Angestellter",34391.08,112131.958148038,23811.41,1
43,"Mann","Selbstständiger",164559.62,365590.729832229,415.74,0
41,"Mann","Angestellter",80246.76,257012.566921237,11503.81,0
58,"Mann","Angestellter",73752.1,120061.559182292,43532.92,1
74,"Frau","Rentner",18243.91,68301.8828136803,23810.93,1
52,"Mann","Selbstständiger",20694.61,89828.8441033341,23808.96,1
71,"Frau","Angestellter",68720.87,188393.421579565,40181.44,0
42,"Frau","Angestellter",46223.22,105514.260558084,27511.65,1
57,"Frau","Beamter",63764.85,102582.684902664,29915.5,0
58,"Mann","Angestellter",114966.02,287292.861170112,100.02,0
38,"Frau","Angestellter",111421.38,244967.686713544,35061.14,0
26,"Mann","Angestellter",63570.63,90483.9865301689,18838.08,0
35,"Mann","Angestellter",92139.28,203796.652168353,11109.68,0
25,"Mann","Angestellter",26378.32,84828.9231378601,23811.57,1
59,"Mann","Angestellter",55679.08,96866.9614588069,31872.43,0
54,"Mann","Angestellter",69871.28,123116.432497132,14123.14,1
71,"Mann","Rentner",20111.64,57719.1070833641,23811.88,1
29,"Frau","Angestellter",58190.69,118083.217444582,32709.69,0
53,"Mann","Angestellter",26560.8,86312.5641343664,23811.72,1
46,"Frau","Angestellter",79534.26,185123.233827039,8147.5,0
50,"Frau","Angestellter",102968.53,208266.855095494,38189.13,0
59,"Mann","Angestellter",74600.74,217693.31111717,37126.1,0
64,"Mann","Angestellter",61269.94,112710.465825923,31212.58,0
33,"Frau","Angestellter",105846.77,193470.015931784,26025.24,0
44,"Frau","Selbstständiger",51177.93,155897.655633411,18380.34,1
26,"Frau","Beamter",69181.74,122158.211445313,14774.52,0
54,"Frau","Angestellter",57684.1,127118.67848403,34608.93,0
54,"Mann","Selbstständiger",77738.57,182525.503125267,916.77,1
29,"Frau","Angestellter",33922.34,182310.824364695,23810.38,1
37,"Frau","Angestellter",54320.93,191167.034138798,30005.02,0
41,"Frau","Angestellter",49661.71,156375.334712865,29473.01,0
65,"Mann","Rentner",15462.76,51111.2628026725,23809.23,1
64,"Frau","Angestellter",29005.11,80554.7650699465,23810.35,1
63,"Frau","Angestellter",74362.23,143000.998061045,21901.77,1
43,"Frau","Angestellter",55517.69,194359.212867749,33300.78,0
49,"Mann","Angestellter",15782.25,61515.7023259453,23810.09,1
71,"Frau","Rentner",9433.69,21625.015785104,23811.53,1
29,"Mann","Angestellter",66649.06,111372.599710582,8026.42,0
34,"Mann","Angestellter",77088.8,185622.463450251,1298.13,0
50,"Mann","Angestellter",118487.94,206835.483471297,26993.9,0
51,"Mann","Selbstständiger",47078.89,134973.699662228,13879.88,1
57,"Mann","Angestellter",37917.45,64681.1202423697,23809.25,1
36,"Mann","Angestellter",50864.55,124733.848043157,17604.63,1
37,"Frau","Beamter",124595.01,256838.108829534,14847.49,0
39,"Mann","Angestellter",40993.55,172290.752626117,23511.5,0
57,"Frau","Angestellter",46019.22,84800.1235364569,26161.77,1
32,"Mann","Angestellter",113217.2,263254.398795731,244.23,0
62,"Mann","Angestellter",43619.81,94653.1419354761,18152.25,1
58,"Frau","Angestellter",80515.35,130850.901330629,125.8,0
30,"Mann","Angestellter",38894.26,88185.5314857623,23809.24,1
61,"Mann","Selbstständiger",42376.68,86664.9440030423,25138.2,1
59,"Mann","Angestellter",46763.92,129913.014099515,27881.91,1
24,"Mann","Angestellter",57058.7,86683.2258123331,18779.45,0
52,"Mann","Angestellter",50746.34,133718.04278435,30393.97,1
53,"Frau","Angestellter",70577.92,202399.478238285,36316.6,0
58,"Mann","Angestellter",54594.98,98850.0412064088,30431.88,0
58,"Frau","Angestellter",102330.85,187699.281576669,506.23,0
47,"Frau","Angestellter",59823.13,154884.989756509,6394.33,0
50,"Frau","Angestellter",25488.14,116779.93345799,23811.76,1
66,"Frau","Rentner",34884.15,45086.387622489,23810.06,1
74,"Frau","Rentner",7062.89,26606.5682098029,23811.93,1
27,"Mann","Angestellter",28332.87,90910.5267605379,23809.85,1
46,"Frau","Angestellter",146067.24,301334.082232577,102.41,0
55,"Mann","Selbstständiger",25704.54,78402.7878193784,23807.19,1
44,"Mann","Angestellter",76034.13,185724.125705786,12956.3,0
26,"Frau","Angestellter",47937.88,54189.1249379454,23793.38,1
32,"Frau","Angestellter",62226.69,94413.6940744652,10814.85,0
29,"Frau","Angestellter",88389.2,75687.9044320323,1358.04,0
64,"Mann","Angestellter",37929.5,84519.4779182312,23809.89,0
60,"Frau","Angestellter",69189.65,137499.533456648,40939.61,0
52,"Frau","Angestellter",51941.31,132746.3058182,19191.96,1
29,"Mann","Angestellter",52274.53,84109.7644219189,10796.92,1
48,"Mann","Angestellter",55568.44,324839.854570866,26290.38,0
59,"Mann","Angestellter",72674.27,134921.288128301,21218.22,0
39,"Mann","Selbstständiger",36043.97,109037.500503959,23810.74,1
33,"Mann","Selbstständiger",47893.58,184017.05751456,19220.04,1
54,"Mann","Angestellter",77034.36,178095.944922708,13609.92,0
61,"Mann","Angestellter",49817.38,138835.679896719,25682.41,1
39,"Mann","Angestellter",30899.2,127389.234313868,23810.96,1
20,"Mann","Angestellter",45555.59,60199.4409732552,26805.81,1
43,"Mann","Angestellter",142184.35,245515.792434843,100.07,0
21,"Mann","Angestellter",65153.75,86855.9664339864,28426.36,0
39,"Mann","Angestellter",90965.99,200342.025633061,133,0
53,"Frau","Selbstständiger",143323.75,266698.402137507,210.3,0
43,"Mann","Angestellter",39014.16,107788.504341492,23811.94,1
58,"Mann","Selbstständiger",50429.6,109964.616177966,23263.22,1
42,"Mann","Angestellter",73448.4,147576.047150296,31591.88,0
39,"Frau","Angestellter",73063.56,155830.347972441,21835.73,0
56,"Mann","Angestellter",43564.4,112468.26596892,26045.69,1
42,"Frau","Angestellter",48925.89,124343.134815055,14964.83,1
24,"Mann","Angestellter",54907.86,55546.2022055725,26099.06,1
40,"Mann","Angestellter",89564.57,177039.215194147,23278.98,0
66,"Mann","Rentner",18319.55,47657.7672620447,23811.58,1
50,"Frau","Beamter",52759,140103.5076941,11220.81,0
27,"Frau","Angestellter",46318.83,64521.5288588723,14096.01,1
55,"Mann","Angestellter",61856.92,149185.990814261,19852.24,0
28,"Mann","Angestellter",46027.04,71018.3833201794,16383.24,1
36,"Mann","Angestellter",54709.4,127018.596604039,26264.95,1
57,"Frau","Angestellter",133928.9,232797.234367888,35165.11,0
46,"Mann","Angestellter",46505.43,141291.652869832,26276.1,1
40,"Mann","Angestellter",36276.95,112102.04800552,23811.93,1
20,"Frau","Angestellter",137249.62,85876.3143741259,6267.32,0
25,"Mann","Angestellter",119628.19,136490.498847121,67171.32,0
21,"Mann","Angestellter",77723.85,85280.5500940989,14646.52,0
39,"Frau","Angestellter",143603.74,295530.820720077,100.63,0
64,"Frau","Angestellter",40661.07,58698.7447369025,24395.14,0
41,"Mann","Angestellter",70145.89,247149.675002706,27275.27,0
59,"Frau","Angestellter",31478.28,93899.8117806539,23811.74,1
38,"Mann","Angestellter",27679.34,125561.339171428,23811.88,1
61,"Mann","Angestellter",89914.77,166324.186179032,50508.66,0
25,"Mann","Angestellter",100521.99,79370.8312423127,57877.64,1
48,"Frau","Angestellter",81878.97,188266.740737929,38168.55,0
37,"Frau","Angestellter",78922.18,169328.384455161,47250.36,1
20,"Frau","Angestellter",39313.37,57154.5378851183,23811.89,1
30,"Mann","Angestellter",63798.74,244309.090863231,10985.57,0
63,"Frau","Angestellter",41895.37,67142.1877215752,24872.53,1
25,"Mann","Angestellter",63192.99,66362.1507092144,37903.97,1
33,"Mann","Angestellter",37719.48,150271.76512999,23811.12,0
61,"Mann","Angestellter",94782.5,182398.476796928,6867.23,0
29,"Frau","Angestellter",107312.94,116360.825254707,115.3,0
